NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
39.0,엔드 오브 에반게리온,"안노 히데아키,츠루마키 카즈야",,미라지엔터테인먼트,(주)라이크콘텐츠,20240117.0,개봉영화,장편,일본,130.0,57515557.0,5633.0,34095089.0,3205.0,애니메이션,청소년관람불가,일반영화
40.0,더 퍼스트 슬램덩크,이노우에 다케히코,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),20230104.0,개봉영화,장편,일본,1023.0,60459825.0,5315.0,36093486.0,3237.0,애니메이션,12세이상관람가,일반영화
41.0,대니초 : 코리안 드림,,메타코미디,,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",20240214.0,개봉영화,장편,한국,24.0,76675500.0,5139.0,43096500.0,2900.0,공연,청소년관람불가,일반영화
42.0,뽀로로 극장판 슈퍼스타 대모험,"윤제완,김성민",(주)오콘,,씨제이 씨지브이(CJ CGV)(주),20231213.0,개봉영화,장편,한국,850.0,33907739.0,4366.0,1688600.0,199.0,애니메이션,전체관람가,일반영화
43.0,막걸리가 알려줄거야,김다민,(주)안나푸르나필름,,"판씨네마(주),(주)홈초이스",20240228.0,개봉영화,장편,한국,73.0,38095873.0,4131.0,27746439.0,2963.0,드라마,전체관람가,독립/예술영화
44.0,"주사위놀이, 마불 세계여행",이광범,(주)니즈텔레콤,,(주)니즈텔레콤,20240103.0,개봉영화,장편,한국,1.0,24454000.0,4070.0,1464000.0,244.0,어드벤처,전체관람가,일반영화
45.0,오키쿠와 세계,사카모토 준지,,(주)엣나인필름,(주)엣나인필름,20240221.0,개봉영화,장편,일본,36.0,39248200.0,3977.0,29620800.0,2802.0,드라마,12세이상관람가,독립/예술영화
46.0,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,니시키오리 히로시,,메가박스중앙(주),메가박스중앙(주),20231019.0,개봉영화,장편,일본,78.0,39441988.0,3883.0,27591515.0,2786.0,애니메이션,전체관람가,일반영화
47.0,검은 소년,서정원,한국영화아카데미,,(주)트리플픽쳐스,20240207.0,개봉영화,장편,한국,31.0,30170939.0,3513.0,16140539.0,1817.0,드라마,15세이상관람가,독립/예술영화
48.0,아톰 새로운 시작,데이빗 보워스,,주식회사 블루필름웍스,주식회사 블루필름웍스,20240131.0,개봉영화,장편,미국,144.0,30885051.0,3428.0,4902139.0,502.0,애니메이션,전체관람가,일반영화
49.0,도그맨,뤽 베송,,(주)엣나인필름,(주)레드아이스 엔터테인먼트,20240124.0,개봉영화,장편,프랑스,496.0,31344748.0,3402.0,13879918.0,1349.0,드라마,15세이상관람가,독립/예술영화
50.0,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,니시키오리 히로시,,메가박스중앙(주),메가박스중앙(주),20231019.0,개봉영화,장편,일본,79.0,31326821.0,3156.0,20452858.0,2083.0,애니메이션,전체관람가,일반영화
51.0,크레센도,헤더 윌크,,오드,오드,20231220.0,개봉영화,장편,미국,81.0,21937500.0,2311.0,17517000.0,1804.0,다큐멘터리,전체관람가,독립/예술영화
52.0,라이즈,세드릭 클라피쉬,,(주)퍼스트런,(주)무비다이브,20240117.0,개봉영화,장편,프랑스,68.0,17136742.0,2054.0,11258342.0,1149.0,드라마,15세이상관람가,독립/예술영화
53.0,장인과 사위,최이현,"(주)지브라더스 컴퍼니,한류닷컴 주식회사",,주식회사 제이씨엔터웍스,20240215.0,개봉영화,장편,한국,49.0,17451660.0,1917.0,3875500.0,447.0,코미디,12세이상관람가,독립/예술영화
54.0,노 베어스,자파르 파나히,,M&M 인터내셔널,M&M 인터내셔널,20240110.0,개봉영화,장편,이란,41.0,16141485.0,1825.0,13272185.0,1395.0,드라마,12세이상관람가,독립/예술영화
55.0,말하고 싶은 비밀,,,(주)시그널픽쳐스,"(주)바이포엠스튜디오,홀리가든",20231213.0,개봉영화,장편,일본,401.0,13987173.0,1802.0,1837156.0,188.0,멜로/로맨스,전체관람가,일반영화
56.0,아녜스 V에 의한 제인 B,아녜스 바르다,,(주)영화사 안다미로,(주)영화사 안다미로,20240131.0,개봉영화,장편,프랑스,33.0,15854900.0,1690.0,11676100.0,1199.0,판타지,청소년관람불가,독립/예술영화
57.0,류이치 사카모토: 오퍼스,소라 네오,,(주)미디어캐슬,"(주)엣나인필름,메가박스중앙(주)",20231227.0,개봉영화,장편,일본,251.0,16036696.0,1640.0,14151196.0,1374.0,공연,전체관람가,독립/예술영화
58.0,사랑은 낙엽을 타고,아키 카우리스마키,,찬란,찬란,20231220.0,개봉영화,장편,핀란드,40.0,13117417.0,1463.0,10041117.0,1021.0,멜로/로맨스,12세이상관람가,독립/예술영화
59.0,두 세계 사이에서,엠마뉘엘 카레르,,(주)디오시네마,(주)디오시네마,20240131.0,개봉영화,장편,프랑스,35.0,12680327.0,1448.0,6556167.0,707.0,드라마,12세이상관람가,독립/예술영화
60.0,그대들은 어떻게 살 것인가,미야자키 하야오,,대원미디어(주),메가박스중앙(주),20231025.0,개봉영화,장편,일본,1733.0,14617102.0,1357.0,9682085.0,883.0,애니메이션,전체관람가,독립/예술영화
61.0,여기는 아미코,,,,주식회사 슈아픽처스,20240228.0,개봉영화,장편,일본,40.0,10082000.0,1188.0,7759600.0,897.0,가족,전체관람가,독립/예술영화
62.0,세기말의 사랑,임선애,"(주)기린제작사,주식회사 위드에이스튜디오",,"(주)엔케이컨텐츠,(주)디스테이션",20240124.0,개봉영화,장편,한국,123.0,8579568.0,1111.0,3299384.0,368.0,드라마,12세이상관람가,독립/예술영화
63.0,리빙: 어떤 인생,올리버 허머너스,,(주)티캐스트,(주)티캐스트,20231213.0,개봉영화,장편,영국,50.0,8993017.0,1092.0,6386017.0,709.0,드라마,12세이상관람가,독립/예술영화
64.0,조폭인 내가 고등학생이 되었습니다,이성택,주식회사 넘버쓰리픽쳐스,,주식회사 넘버쓰리픽쳐스,20240222.0,개봉영화,장편,한국,16.0,15582000.0,1039.0,13498500.0,900.0,판타지,15세이상관람가,일반영화
65.0,넥스트 골 윈즈,타이카 와이티티,,,월트디즈니컴퍼니코리아 유한책임회사,20240124.0,개봉영화,장편,미국,156.0,8568229.0,951.0,7114560.0,785.0,코미디,전체관람가,일반영화
66.0,"타르콥스키, 기도하는 영혼",,,,(주)와우,20240131.0,개봉영화,장편,이탈리아,9.0,7729334.0,877.0,5045834.0,484.0,다큐멘터리,12세이상관람가,독립/예술영화
67.0,덤 머니,크레이그 질레스피,,그린나래미디어(주),"그린나래미디어(주),(주)플레이그램",20240117.0,개봉영화,장편,미국,465.0,8846500.0,872.0,2171500.0,225.0,코미디,15세이상관람가,독립/예술영화
68.0,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),20231227.0,개봉영화,장편,영국,215.0,5891500.0,737.0,0.0,0.0,애니메이션,전체관람가,독립/예술영화
69.0,걸즈 앤 판처 최종장 제4화,미즈시마 츠토무,,(주)엔케이컨텐츠,(주)디스테이션,20240117.0,개봉영화,장편,일본,40.0,7794500.0,712.0,7500000.0,685.0,애니메이션,12세이상관람가,일반영화
70.0,어른 김장하,김현지,MBC경남,,(주)시네마달,20231115.0,개봉영화,장편,한국,98.0,6024000.0,688.0,4202000.0,490.0,다큐멘터리,전체관람가,독립/예술영화
71.0,너와 나,조현철,주식회사 필름영,,"주식회사 필름영,그린나래미디어(주)",20231025.0,개봉영화,장편,한국,76.0,5407000.0,683.0,3165000.0,326.0,드라마,12세이상관람가,독립/예술영화
72.0,엘리멘탈,피터 손,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20230614.0,개봉영화,장편,미국,1251.0,6259500.0,643.0,2941600.0,308.0,애니메이션,전체관람가,일반영화
73.0,벗어날 탈 脫,서보형,사보타지 필름,,영화배급협동조합 씨네소파,20240221.0,개봉영화,장편,한국,14.0,5457500.0,620.0,4600000.0,511.0,미스터리,15세이상관람가,독립/예술영화
74.0,K스쿨,박미경,강 컨텐츠,,강 컨텐츠,20240221.0,개봉영화,장편,한국,19.0,5673900.0,599.0,4574000.0,484.0,드라마,전체관람가,독립/예술영화
75.0,티처스 라운지,일커 카탁,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,20231227.0,개봉영화,장편,독일,29.0,4776839.0,537.0,2947139.0,312.0,드라마,12세이상관람가,독립/예술영화
76.0,갓랜드,흘리뉘르 팔메이슨,,,M&M 인터내셔널,20240228.0,개봉영화,장편,덴마크,24.0,4213300.0,529.0,3401000.0,393.0,드라마,15세이상관람가,독립/예술영화
77.0,영화 스미코구라시 - 튀어나오는 그림책과 비밀의 아이,만큐,,(주)미디어캐슬,(주)미디어캐슬,20240124.0,개봉영화,장편,일본,101.0,4822560.0,521.0,2770000.0,300.0,애니메이션,전체관람가,독립/예술영화
78.0,소녀는 졸업하지 않는다,나카가와 슌,,해피송,해피송,20240124.0,개봉영화,장편,일본,42.0,4358117.0,517.0,2523617.0,263.0,멜로/로맨스,12세이상관람가,독립/예술영화
79.0,애프터: 유혹의 끝,캐스틸 랜던,,,스튜디오 에이드,20240221.0,개봉영화,장편,미국,46.0,3803800.0,478.0,725500.0,104.0,멜로/로맨스,15세이상관람가,일반영화
80.0,트롤: 밴드 투게더,월트 도른,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20231220.0,개봉영화,장편,미국,845.0,2924700.0,382.0,232100.0,24.0,애니메이션,전체관람가,일반영화
81.0,스즈메의 문단속: 다녀왔어,신카이 마코토,,(주)미디어캐슬,(주)쇼박스,20240110.0,개봉영화,장편,일본,185.0,3808039.0,362.0,800000.0,68.0,애니메이션,12세이상관람가,독립/예술영화
82.0,블루 자이언트,타치카와 유즈루,,판씨네마(주),판씨네마(주),20231018.0,개봉영화,장편,일본,574.0,3486000.0,311.0,3486000.0,311.0,애니메이션,12세이상관람가,독립/예술영화
83.0,마에스트로 번스타인,브래들리 쿠퍼,,,씨제이 씨지브이(CJ CGV)(주),20231206.0,개봉영화,장편,미국,61.0,2744800.0,284.0,1975900.0,204.0,드라마,15세이상관람가,일반영화
84.0,울산의 별,정기혁,후앤유아츠(주),,영화로운 형제,20240124.0,개봉영화,장편,한국,21.0,2066000.0,280.0,743000.0,98.0,드라마,15세이상관람가,독립/예술영화
85.0,립세의 사계,"DK 웰치먼,휴 웰치맨",,(주)퍼스트런,(주)디스테이션,20240110.0,개봉영화,장편,폴란드,186.0,1820500.0,227.0,559000.0,62.0,애니메이션,15세이상관람가,독립/예술영화
86.0,클럽 제로,예시카 하우스너,,판씨네마(주),판씨네마(주),20240124.0,개봉영화,장편,오스트리아,60.0,1731700.0,209.0,1305700.0,134.0,미스터리,12세이상관람가,독립/예술영화
87.0,일 부코,미켈란젤로 프라마르티노,,그린나래미디어(주),그린나래미디어(주),20240124.0,개봉영화,장편,이탈리아,10.0,1405200.0,166.0,933200.0,99.0,드라마,전체관람가,독립/예술영화
88.0,서바이벌 택틱스,박근영,요지경필름,,필름다빈,20240221.0,개봉영화,장편,한국,12.0,1341500.0,163.0,869500.0,101.0,드라마,12세이상관람가,독립/예술영화
89.0,백남준: 달은 가장 오래된 TV,어맨다 킴,시소픽쳐스,(주)엣나인필름,(주)엣나인필름,20231206.0,개봉영화,장편,한국,33.0,1197300.0,159.0,782000.0,93.0,다큐멘터리,12세이상관람가,독립/예술영화
90.0,스즈메의 문단속,신카이 마코토,,(주)미디어캐슬,(주)쇼박스,20230308.0,개봉영화,장편,일본,1486.0,1173995.0,152.0,0.0,0.0,애니메이션,12세이상관람가,독립/예술영화
91.0,킹 VS. 머신킹,,,,(주)제이앤씨미디어그룹,20240215.0,개봉영화,장편,미국,10.0,770000.0,152.0,0.0,0.0,액션,12세이상관람가,일반영화
92.0,극장판 오드 택시 인 더 우즈,키노시타 바쿠,,(주)미디어캐슬,(주)미디어캐슬,20240216.0,개봉영화,장편,일본,6.0,965039.0,143.0,268000.0,34.0,애니메이션,15세이상관람가,독립/예술영화
93.0,레트리뷰션,님로드 안탈,,(주)퍼스트런,메가박스중앙(주),20240124.0,개봉영화,장편,미국,202.0,1237217.0,139.0,334739.0,34.0,액션,15세이상관람가,일반영화
94.0,마이 스몰 랜드,카와와다 에마,,(주)미디어캐슬,(주)미디어캐슬,20240201.0,개봉영화,장편,일본,6.0,881578.0,135.0,152000.0,19.0,드라마,12세이상관람가,독립/예술영화
95.0,힐마 아프 클린트 - 미래를 위한 그림,할리나 디르슈카,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,20231220.0,개봉영화,장편,독일,24.0,1144000.0,133.0,482000.0,49.0,다큐멘터리,전체관람가,독립/예술영화
96.0,이빨요정 비올레타: 요정나라로 돌아갈래!,,,찬란,TCO(주)더콘텐츠온,20231118.0,개봉영화,장편,독일,298.0,496000.0,124.0,0.0,0.0,애니메이션,전체관람가,독립/예술영화
97.0,썬 오브 람세스,클레망 코지토르,,그린나래미디어(주),그린나래미디어(주),20240207.0,개봉영화,장편,프랑스,6.0,1051600.0,123.0,825600.0,90.0,스릴러,15세이상관람가,독립/예술영화
98.0,이어지는 땅,조희영,,,필름다빈,20240110.0,개봉영화,장편,한국,30.0,860500.0,119.0,593000.0,73.0,드라마,12세이상관람가,독립/예술영화
99.0,홈그라운드,권아람,,,영화배급협동조합 씨네소파,20231206.0,개봉영화,장편,한국,35.0,1018000.0,116.0,936000.0,104.0,다큐멘터리,12세이상관람가,독립/예술영화
100.0,나폴레옹,리들리 스콧,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20231206.0,개봉영화,장편,미국,822.0,944800.0,115.0,677300.0,77.0,전쟁,15세이상관람가,일반영화
101.0,수라,황윤,"스튜디오두마,미디어나무(주)",,"스튜디오두마,미디어나무(주),스튜디오 에이드",20230621.0,개봉영화,장편,한국,136.0,916000.0,110.0,0.0,0.0,다큐멘터리,전체관람가,독립/예술영화
102.0,"여름을 향한 터널, 이별의 출구",타구치 토모히사,,(주)미디어캐슬,(주)미디어캐슬,20230914.0,개봉영화,장편,일본,269.0,772495.0,99.0,260000.0,27.0,애니메이션,12세이상관람가,독립/예술영화
103.0,에브리씽 에브리웨어 올 앳 원스,"다니엘 콴,다니엘 쉐이너트",,(주)더쿱디스트리뷰션,워터홀컴퍼니(주),20221012.0,개봉영화,장편,미국,620.0,1168000.0,98.0,1168000.0,98.0,액션,15세이상관람가,독립/예술영화
104.0,로보카폴리 안전교실 교통편,엄준영,(주)로이비쥬얼,,(주)로이비쥬얼,20220919.0,개봉영화,장편,한국,16.0,451000.0,83.0,0.0,0.0,애니메이션,전체관람가,일반영화
105.0,유어 럭키 데이,,,주식회사 풍경소리,주식회사 풍경소리,20240222.0,개봉영화,장편,미국,5.0,492000.0,82.0,0.0,0.0,액션,15세이상관람가,독립/예술영화
106.0,클레오의 세계,마리 아마추켈리,,그린나래미디어(주),"그린나래미디어(주),(주)하이스트레인저",20240103.0,개봉영화,장편,프랑스,47.0,476500.0,80.0,192000.0,21.0,드라마,전체관람가,독립/예술영화
107.0,아쿠아맨과 로스트 킹덤,제임스 완,,워너브러더스 코리아(주),워너브러더스 코리아(주),20231220.0,개봉영화,장편,미국,965.0,786000.0,78.0,217000.0,20.0,액션,12세이상관람가,일반영화
108.0,블랙 로터스,,,주식회사 블루필름웍스,주식회사 블루필름웍스,20240207.0,개봉영화,장편,미국,5.0,456000.0,76.0,0.0,0.0,액션,15세이상관람가,일반영화
109.0,쏘우 X,케빈 그루터트,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",20231213.0,개봉영화,장편,미국,571.0,695000.0,67.0,571000.0,55.0,공포(호러),청소년관람불가,일반영화
110.0,봉신연의: 조가풍운,우얼샨,,주식회사 풍경소리,(주)스튜디오디에이치엘,20240124.0,개봉영화,장편,중국,23.0,396000.0,66.0,0.0,0.0,전쟁,12세이상관람가,독립/예술영화
111.0,킹덤 3: 운명의 불꽃,사토 신스케,,(주)도키엔터테인먼트,"(주)이놀미디어,(주)플레이그램",20240117.0,개봉영화,장편,일본,136.0,533800.0,49.0,0.0,0.0,액션,15세이상관람가,일반영화
112.0,도티와 영원의 탑,"배완,양희성,박인한",(주)샌드박스네트워크,,(주)넥스트엔터테인먼트월드(NEW),20231227.0,개봉영화,장편,한국,370.0,425100.0,48.0,68000.0,8.0,애니메이션,전체관람가,일반영화
113.0,약속,민병훈,(주)민병훈필름,,엠라인디스트리뷰션(주),20231101.0,개봉영화,장편,한국,42.0,390000.0,47.0,390000.0,47.0,다큐멘터리,전체관람가,독립/예술영화
114.0,어파이어,크리스티안 펫졸드,,M&M 인터내셔널,M&M 인터내셔널,20230913.0,개봉영화,장편,독일,68.0,428000.0,47.0,428000.0,47.0,드라마,12세이상관람가,독립/예술영화
115.0,존예 며느리의 신음소리,,,,(주)씨맥스커뮤니케이션즈,20240202.0,개봉영화,장편,한국,5.0,236000.0,41.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화
116.0,키리에의 노래: 디렉터스 컷,이와이 슌지,,(주)미디어캐슬,이화배컴퍼니(주),20231124.0,개봉영화,장편,일본,9.0,264139.0,41.0,0.0,0.0,드라마,15세이상관람가,독립/예술영화
117.0,느티나무 아래,오정훈,영화제작소 숲길,,"미디어나무(주),스튜디오 에이드",20231115.0,개봉영화,장편,한국,13.0,252000.0,36.0,0.0,0.0,다큐멘터리,전체관람가,독립/예술영화
118.0,서치: 데스게임,안나 자이체바,,,주식회사 원더스튜디오,20240118.0,개봉영화,장편,러시아,5.0,204000.0,34.0,0.0,0.0,스릴러,청소년관람불가,일반영화
119.0,너는 내 아들,,,주식회사 블루필름웍스,"주식회사 블루필름웍스,(주)버킷스튜디오",20230628.0,개봉영화,장편,미국,117.0,243000.0,25.0,243000.0,25.0,드라마,12세이상관람가,일반영화
120.0,극장판 우당탕탕 은하안전단: 진정한 용기!,정지훈,(주)마로스튜디오,,(주)넥스트엔터테인먼트월드(NEW),20231130.0,개봉영화,장편,한국,261.0,140000.0,20.0,0.0,0.0,애니메이션,전체관람가,일반영화
,,,,,,,,,,,,,,,,,
