순위,영화명,개봉일,매출액,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
267,롱디,2023-05-10,308893500 ,0.00%,308893500 ,36777 ,36777 ,262 ,4957 ,한국,한국,"트웰브져니(주),바젤레브스프로덕션",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"멜로/로맨스,코미디",임재완,"장동윤,박유나,고건한,전혜연,권동호,이서윤,조영길,방상현,강문봉,조대우,송영하,유아영,이승재,최진영,이승창,정진근,장의수,이시우"
268,어나더 라운드,2022-01-19,338110354 ,0.00%,340713354 ,36481 ,36753 ,175 ,3452 ,기타,기타,,(주)엣나인필름,15세이상관람가,"코미디,드라마",토마스 빈터베르그,"매즈 미켈슨,토마스 보 라센"
918,학교 가는 길,2021-05-05,15838000 ,0.00%,281949980 ,1922 ,36718 ,1 ,19 ,한국,한국,(주)마로스튜디오,(주)영화사 진진,12세이상관람가,다큐멘터리,김정인,"조부용,이은자,정난모,장민희,김남연"
269,배니싱: 미제사건,2022-03-30,306869110 ,0.00%,306869110 ,36253 ,36253 ,561 ,7966 ,프랑스,프랑스,,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",15세이상관람가,"범죄,스릴러",드니 데르쿠르,"유연석,올가 쿠릴렌코,예지원,최무성,이승준,성지루,박소이"
791,우리의 20세기,2017-09-27,128500 ,0.00%,292536100 ,13 ,35854 ,1 ,2 ,미국,미국,,그린나래미디어(주),15세이상관람가,드라마,마이크 밀스,"아네트 베닝,그레타 거윅,엘르 패닝,루카스 제이드 주만,빌리 크루덥"
3163,우리의 20세기,2017-09-27,829000 ,0.00%,292407600 ,89 ,35841 ,1 ,9 ,미국,미국,,그린나래미디어(주),15세이상관람가,드라마,마이크 밀스,"아네트 베닝,그레타 거윅,엘르 패닝,루카스 제이드 주만,빌리 크루덥"
1912,걸어도 걸어도,2009-06-18,2622000 ,0.00%,263077800 ,295 ,35518 ,2 ,31 ,일본,일본,,(주)영화사 진진,전체관람가,"드라마,가족",고레에다 히로카즈,"나츠카와 유이,요우,하야기 료가,하라다 요시오,아베 히로시"
823,어른들은 몰라요,2021-04-15,45000 ,0.00%,342134750 ,5 ,35467 ,1 ,1 ,한국,한국,(주)돈키호테엔터테인먼트,(주)리틀빅픽쳐스,청소년관람불가,드라마,이환,"이유미,정다유,안희연,신햇빛,이환,이현지,박강섭,방은정,허준석,한성수,용석주,안대천,최은경,김서하,명승훈,이태환,김시호,이재석,이기쁨,김단하,한혜지,김세은,박크미,유재연,김하늘,송영주,김철환,형슬우,안시연,김가빈,김유나,이현지,이지호,김희원,전지혜,이동준,김영휘,이규혁,최지혜,손창대,최진,석유진,김진현,권도영,김효진,이수빈,박수찬,임지우,전아희,조성하,이승연,박수영,김강현,남문철,현봉식,류아벨,노수산나"
270,"아치의 노래, 정태춘",2022-05-18,334077210 ,0.00%,335005210 ,35196 ,35312 ,149 ,2648 ,한국,한국,(주)인디플러그,(주)넥스트엔터테인먼트월드(NEW),전체관람가,다큐멘터리,고영재,"정태춘,박은옥"
1054,뱅드림! 필름 라이브 세컨드 스테이지,2021-11-18,11597967 ,0.00%,353695467 ,1239 ,35161 ,6 ,127 ,일본,일본,,(주)애니플러스,전체관람가,"애니메이션,공연",우메츠 토모미,"아이미,사쿠라 아야네,마에시마 아미,아이바 아이나,이토 미쿠,신도 아마네,레이첼"
2575,아이 캔 온리 이매진,2018-06-21,1122000 ,0.00%,266983260 ,140 ,35122 ,2 ,6 ,미국,미국,,"(주)영화사 그램,TCO(주)더콘텐츠온,(재)CBS",12세이상관람가,"드라마,가족","앤드류 어윈,존 어윈","J. 마이클 핀리,데니스 퀘이드,매들린 캐롤,트레이스 에드킨스,클로리스 리치먼"
172,사랑도 통역이 되나요?,2004-02-20,10927000 ,0.00%,233302000 ,1040 ,34899 ,2 ,67 ,미국,미국,아메리칸조이트로프,CJ ENM,15세관람가,"멜로/로맨스,액션",소피아 코폴라,"빌 머레이,스칼렛 요한슨,지오바니 리비시"
271,뒤틀린 집,2022-07-13,331549100 ,0.00%,331549100 ,34886 ,34886 ,156 ,2128 ,한국,한국,(주)테이크원스튜디오,(주)스튜디오디에이치엘,15세이상관람가,"공포(호러),드라마,스릴러",강동헌,"서영희,김민재,김보민,조수향,박혁권,오자훈,노하연,경다은,김나은,강길우,박옥출,이도아,정구현,윤상,장지원,이유정,김애라"
5681,펭귄 하이웨이,2018-10-18,44000 ,0.00%,277542870 ,4 ,34863 ,1 ,1 ,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,어드벤처,판타지",이시다 히로야스,"키타 카나,아오이 유우"
5047,드라이브,2011-11-17,180000 ,0.00%,279391130 ,15 ,34457 ,1 ,3 ,미국,미국,,"주식회사 풍경소리,판씨네마(주)",청소년관람불가,"액션,멜로/로맨스",니콜라스 윈딩 레픈,"라이언 고슬링,캐리 뮬리건"
272,봄날,2022-04-27,239876830 ,0.00%,239876830 ,34236 ,34236 ,455 ,5615 ,한국,한국,(주)엠씨엠씨,(주)콘텐츠판다,15세이상관람가,"드라마,액션",이돈구,"손현주,박혁권,손숙,정석용,박소진,정지환,이지훈,허정도,김기정,서광재,이병길,정애화,김성대,박성남,이정수,김종호,김한나,류효정,김성준,오수민,박상아,우상기,이수광,현오봉,최윤빈,남기쁨,최정태,박성인,김만호,김동욱,이상묵,이동규,정창원,안성민,유동훈,이우룡,정연신,신준호,류경현,김정원,이진호,고훈목,백승우,이은석,김영노,고기혁,홍은정,김희성,현봉식,조경현"
400,극장판 우당탕탕 은하안전단: 진정한 용기!,2023-11-30,1050500 ,0.00%,257124930 ,143 ,34001 ,2 ,16 ,한국,한국,(주)마로스튜디오,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,정지훈,"김은아,엄상현,이지현,이민규,전태열,정영웅,신용우,남도형,한만중,홍소영"
273,스페이스 키드: 우주에서 살아남기,2022-12-07,262290350 ,0.00%,262290350 ,33966 ,33966 ,290 ,1683 ,프랑스,프랑스,,"그린나래미디어(주),(주)인터파크",전체관람가,"애니메이션,어드벤처",에릭 토스티,
2282,다가오는 것들,2016-09-29,1924500 ,0.00%,271245234 ,189 ,33867 ,4 ,24 ,프랑스,프랑스,,찬란,15세이상관람가,드라마,미아 한센-로브,"이자벨 위페르,에디뜨 스콥"
274,극장판 우당탕탕 은하안전단: 진정한 용기!,2023-11-30,256074430 ,0.00%,256074430 ,33858 ,33858 ,261 ,2471 ,한국,한국,(주)마로스튜디오,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,정지훈,"김은아,엄상현,이지현,이민규,전태열,정영웅,신용우,남도형,한만중,홍소영"
1204,극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016-10-13,7090496 ,0.00%,279775296 ,876 ,33831 ,7 ,34 ,한국,한국,동우에이앤이(주),"동우에이앤이(주),(주)박수엔터테인먼트",전체관람가,애니메이션,히시다 마사카즈,
275,똑똑똑,2023-03-08,298318620 ,0.00%,298318620 ,33771 ,33771 ,472 ,6259 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"미스터리,스릴러",M. 나이트 샤말란,"데이브 바티스타,조나단 그로프,루퍼트 그린트"
276,몬스터 하우스2: 인비져블 피닉스,2023-02-02,294228222 ,0.00%,294228222 ,33671 ,33671 ,357 ,3069 ,러시아,러시아,,(주)박수엔터테인먼트,전체관람가,"애니메이션,판타지,어드벤처",데니스 체르노프,석승훈
277,너와 나,2023-10-25,327598964 ,0.00%,327598964 ,33619 ,33619 ,76 ,2286 ,한국,한국,주식회사 필름영,"주식회사 필름영,그린나래미디어(주)",12세이상관람가,드라마,조현철,"박혜수,김시은"
540,아버지의 마음,2023-07-20,966000 ,0.00%,331085906 ,69 ,33476 ,1 ,1 ,한국,한국,파이오니아21,"(주)드림팩트엔터테인먼트,파이오니아21",전체관람가,다큐멘터리,김상철,신애라
278,몬스터 신부: 101번째 프로포즈,2022-12-28,297877600 ,0.00%,297877600 ,33428 ,33428 ,226 ,2193 ,헝가리,"헝가리,러시아",,와이드 릴리즈(주),전체관람가,"애니메이션,코미디,판타지,어드벤처",,"황창영,박시윤,최정현"
279,아버지의 마음,2023-07-20,330119906 ,0.00%,330119906 ,33407 ,33407 ,85 ,999 ,한국,한국,파이오니아21,"(주)드림팩트엔터테인먼트,파이오니아21",전체관람가,다큐멘터리,김상철,신애라
280,극장판 파워 디지몬 더 비기닝,2023-11-29,322378200 ,0.00%,322378200 ,33280 ,33280 ,197 ,2787 ,일본,일본,,에스엠지홀딩스 주식회사,12세이상관람가,애니메이션,타구치 토모히사,"카타야마 후쿠쥬로,오가타 메구미,에노키 준야"
281,스파이더맨: 노 웨이 홈 '펀버전',2022-10-05,363383731 ,0.00%,363383731 ,33071 ,33071 ,347 ,5115 ,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처,SF",존 왓츠,"톰 홀랜드,젠데이아 콜먼,베네딕트 컴버배치,제이콥 배덜런,존 파브로,마리사 토메이"
282,썸머 필름을 타고!,2022-07-20,312069026 ,0.00%,312069026 ,33011 ,33011 ,65 ,2408 ,일본,일본,,"(주)싸이더스,(주)블루라벨픽쳐스",전체관람가,기타,마츠모토 소우시,"이토 마리카,카네코 다이치,카와이 유미,이노리 키라라"
562,"조제, 호랑이 그리고 물고기들",2021-03-31,61794430 ,0.00%,295502120 ,7305 ,32969 ,107 ,1049 ,일본,일본,,(주)팝엔터테인먼트,12세이상관람가,애니메이션,타무라 코타로,"나카가와 타이시,키요하라 카야"
283,뿌까의 짜장면파티,2022-07-04,197407500 ,0.00%,197407500 ,32725 ,32725 ,34 ,795 ,한국,한국,(주)에픽캔,(주)에픽캔,전체관람가,기타,박상용,"유진주,임종웅,이은정,박중언,김기영,임재홍,신지윤,김민아,이지현,김은미,엄상현"
4464,100일 동안 100가지로 100퍼센트 행복찾기,2019-09-12,63000 ,0.00%,259918770 ,21 ,32715 ,1 ,1 ,독일,독일,,(주)영화사 진진,15세이상관람가,코미디,플로리안 데이비드 핏츠,"플로리안 데이비드 핏츠,마티아스 슈바이그호퍼"
191,아비정전,1990-12-22,5568912 ,0.00%,244748982 ,782 ,32689 ,24 ,133 ,홍콩,홍콩,,(주)디스테이션,"고등학생이상관람가,15세이상관람가","멜로/로맨스,드라마",왕가위,"장국영,장만옥,유덕화"
571,고백,2021-02-24,118000 ,0.00%,232014600 ,59 ,32661 ,1 ,26 ,한국,한국,퍼레이드 픽쳐스,(주)리틀빅픽쳐스,15세이상관람가,"드라마,범죄",서은영,"박하선,하윤경,감소현,서영화,정은표,김평조,황리한,노기용,김만호,박명신,김완수,서석규,이헌주,김예나,박민설,원유진,변진수,김자홍,김형록,민구경,문기영,김하은,백승준,이규철,강나현,김성혁,장근영,양윤희,이철은,임형국,배유리,정기욱,박영수,서은영"
41,메이 디셈버,2024-03-13,301653382 ,0.10%,301653382 ,32509 ,32509 ,400 ,4505 ,미국,미국,,판씨네마(주),청소년관람불가,드라마,토드 헤인즈,"나탈리 포트만,줄리안 무어,찰스 멜튼"
42,엔드 오브 에반게리온,2024-01-17,331516336 ,0.10%,331516336 ,32506 ,32506 ,130 ,3231 ,일본,일본,,(주)라이크콘텐츠,청소년관람불가,애니메이션,"안노 히데아키,츠루마키 카즈야",
3140,너를 만난 여름,2019-10-16,810000 ,0.00%,267377000 ,90 ,32381 ,1 ,2 ,중국,중국,,"오드,(주)홈초이스",12세이상관람가,"드라마,멜로/로맨스",장적사,
638,러스트 앤 본,2013-05-02,410000 ,0.00%,244986900 ,41 ,32365 ,1 ,2 ,프랑스,프랑스,,그린나래미디어(주),청소년관람불가,"멜로/로맨스,드라마",자크 오디아르,"마리옹 꼬띠아르,마티아스 쇼에나에츠,보울리 라너스"
2686,러스트 앤 본,2013-05-02,1076000 ,0.00%,244576900 ,124 ,32324 ,5 ,23 ,프랑스,프랑스,,그린나래미디어(주),청소년관람불가,"멜로/로맨스,드라마",자크 오디아르,"마리옹 꼬띠아르,마티아스 쇼에나에츠,보울리 라너스"
43,1980,2024-03-27,291901745 ,0.10%,291901745 ,32237 ,32237 ,521 ,3804 ,한국,한국,"히스토리 디앤피,(주)디에이치미디어,굿픽처스","(주)제이앤씨미디어그룹,와이드 릴리즈(주)",12세이상관람가,드라마,강승용,"강신일,김규리,백성현,한수연,박준혁,전수진,이정우,윤정로,이달형,박노식,나종민,황인무"
284,네가 떨어뜨린 푸른 하늘,2023-02-08,308030509 ,0.00%,308030509 ,32116 ,32116 ,449 ,5370 ,일본,일본,,"메가박스중앙(주),(주)이놀미디어,(주)바이포엠스튜디오",12세이상관람가,"멜로/로맨스,SF",사이토 유키,"후쿠모토 리코,이타가키 미즈키"
285,더 메뉴,2022-12-07,329386200 ,0.00%,329386200 ,32109 ,32109 ,177 ,3951 ,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,스릴러,마크 미로드,"랄프 파인즈,안야 테일러 조이,니콜라스 홀트,자넷 맥티어,주디스 라이트,존 레귀자모"
3526,단지 세상의 끝,2017-01-18,670000 ,0.00%,251626173 ,60 ,31963 ,1 ,5 ,캐나다,"캐나다,프랑스",,(주)엣나인필름,15세이상관람가,드라마,자비에 돌란,"나탈리 베이,뱅상 카셀,마리옹 꼬띠아르,레아 세이두,가스파르 울리엘"
873,아비정전,1990-12-22,22904900 ,0.00%,239180070 ,2167 ,31907 ,20 ,256 ,홍콩,홍콩,,(주)디스테이션,"고등학생이상관람가,15세이상관람가","멜로/로맨스,드라마",왕가위,"장국영,장만옥,유덕화"
1206,노회찬6411,2021-10-14,6428000 ,0.00%,274494000 ,874 ,31895 ,5 ,22 ,한국,한국,"(주)명필름,시네마6411,평등하고 공정한나라 노회찬재단","(주)리틀빅픽쳐스,시네마6411",12세이상관람가,다큐멘터리,민환기,
3962,바르다가 사랑한 얼굴들,2018-06-14,117000 ,0.00%,254550534 ,39 ,31611 ,1 ,1 ,프랑스,프랑스,,(주)영화사 진진,전체관람가,다큐멘터리,"아녜스 바르다,제이알","아녜스 바르다,제이알"
2256,8월의 크리스마스,1998-01-24,1354000 ,0.00%,224676100 ,195 ,31566 ,1 ,11 ,한국,한국,(주)우노필름,"한국영상투자개발(주),(주)싸이더스",15세 미만인 자는 관람할 수 없는 등급,"멜로/로맨스,드라마",허진호,"한석규,심은하,신구,이한위,전미선,오지혜,이용녀,김기천"
286,비투비 타임 : 비투게더 더 무비,2023-11-15,628174500 ,0.00%,628174500 ,31412 ,31412 ,32 ,616 ,한국,한국,,(주)케이티알파,전체관람가,"공연,다큐멘터리",,
5084,"좋아해, 너를",2017-09-14,140000 ,0.00%,271877800 ,14 ,31367 ,1 ,1 ,일본,일본,,(주)디오시네마,12세이상관람가,"드라마,멜로/로맨스",이마이즈미 리키야,
287,안녕하세요,2022-05-25,241306360 ,0.00%,241306360 ,31242 ,31242 ,297 ,2848 ,한국,한국,"(주)디엔디픽쳐스,(유)안녕하세요",(주)디스테이션,12세이상관람가,드라마,차봉주,"김환희,유선,이순재,송재림,박현숙,이윤지,오동민,윤주만,차건우,이정은,윤복인,민경진,김동균,정지순,탁우석,임형태,민경옥,김시은,공인실,진미사,박용,이효비,한미자,송진영,최준영,김명선,정우진,석혜진,김영희,강일웅,황복순,이성열,김선재,김선욱,문선경,오세호,이승섭,한아름"
163,바람과 함께 사라지다,1972-12-23,2605000 ,0.00%,113291410 ,1271 ,31197 ,1 ,10 ,미국,미국,메트로-골드윈-마이어,(주)피터팬픽쳐스,"12세이상관람가,국민학생관람불가","드라마,멜로/로맨스,전쟁",빅터 플레밍,"클라크 게이블,비비안 리,레슬리 하워드"
288,류이치 사카모토: 오퍼스,2023-12-27,286201031 ,0.00%,286201031 ,31195 ,31195 ,251 ,1811 ,일본,일본,,"(주)엣나인필름,메가박스중앙(주)",전체관람가,"공연,다큐멘터리",소라 네오,사카모토 류이치
988,서칭 포 슈가맨,2012-10-11,14226217 ,0.00%,227361317 ,1502 ,31159 ,36 ,396 ,스웨덴,"스웨덴,영국",,판씨네마(주),전체관람가,다큐멘터리,말릭 벤젠룰,"말릭 벤젠룰,시스토 로드리게즈"
1668,몬스타엑스 : 더 드리밍,2021-12-08,5759500 ,0.00%,492739500 ,425 ,30912 ,14 ,50 ,한국,한국,씨제이포디플렉스 주식회사,씨제이포디플렉스 주식회사,전체관람가,다큐멘터리,오윤동,"셔누,민혁,기현,형원,주헌,아이엠"
44,바튼 아카데미,2024-02-21,291336499 ,0.10%,291336499 ,30870 ,30870 ,254 ,3084 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,드라마",알렉산더 페인,폴 지아마티
1152,문호 스트레이독스 [데드 애플],2018-04-05,9466500 ,0.00%,236528780 ,975 ,30715 ,4 ,42 ,일본,일본,,(주)애니플러스,12세이상관람가,"애니메이션,판타지,액션",이가라시 타쿠야,"우에무라 유우토,미야노 마모루,오노 켄쇼,타니야마 키쇼"
5047,페인 앤 글로리,2020-02-05,50000 ,0.00%,235716420 ,15 ,30630 ,1 ,3 ,스페인,스페인,,(주)제이앤씨미디어그룹,청소년관람불가,드라마,페드로 알모도바르,"페넬로페 크루즈,안토니오 반데라스"
289,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,2023-10-19,254297030 ,0.00%,254297030 ,30563 ,30563 ,78 ,1638 ,일본,일본,,메가박스중앙(주),전체관람가,애니메이션,니시키오리 히로시,"오노 켄쇼,하타노 와타루,호시 소이치로"
1438,분노,2017-03-30,4105927 ,0.00%,245339984 ,589 ,30393 ,5 ,121 ,일본,일본,,플러스엠 엔터테인먼트,청소년관람불가,스릴러,이상일,"와타나베 켄,모리야마 미라이,마츠야마 켄이치,히로세 스즈,미야자키 아오이,츠마부키 사토시,미우라 타카히로,타카하타 미츠키,이케와키 치즈루,하라 히데코"
